year,crop,acres_harvested,bu_per_acre,state,max_high_F,avg_high_F,min_low_F,avg_low_F,max_precip_in,sum_precip_in
1892,FLAXSEED,NA,6.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1892,OATS,NA,26.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1892,RYE,NA,13,NEBRASKA,NA,NA,NA,NA,NA,NA
1892,WHEAT,NA,13.5,NEBRASKA,NA,NA,NA,NA,NA,NA
1893,BARLEY,NA,13,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1893,CORN_GRAIN,NA,26.5,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1893,FLAXSEED,NA,6.5,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1893,OATS,NA,16,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1893,RYE,NA,9.5,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1893,WHEAT,NA,8.5,NEBRASKA,103,68.97534247,-8,41.70410959,2.45,32.56
1894,BARLEY,NA,5,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1894,CORN_GRAIN,NA,7,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1894,FLAXSEED,NA,7.5,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1894,OATS,NA,15,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1894,RYE,NA,4,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1894,WHEAT,NA,7,NEBRASKA,104,70.73150685,-13,42.38082192,1.6,19.72
1895,BARLEY,NA,20.5,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1895,CORN_GRAIN,NA,16.5,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1895,FLAXSEED,NA,6,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1895,OATS,NA,26,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1895,RYE,NA,9.5,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1895,WHEAT,NA,12,NEBRASKA,106,68.30684932,-15,42.34520548,2.57,21.97
1896,BARLEY,NA,21.5,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1896,CORN_GRAIN,NA,37.5,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1896,FLAXSEED,NA,6,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1896,OATS,NA,19,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1896,RYE,NA,12.5,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1896,WHEAT,NA,14,NEBRASKA,105,68,0,43.96994536,7.25,46.08
1897,BARLEY,NA,24,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1897,CORN_GRAIN,NA,30,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1897,FLAXSEED,NA,6.3,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1897,OATS,NA,31,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1897,RYE,NA,12,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1897,WHEAT,NA,14.5,NEBRASKA,109,67.79726027,-4,43.41917808,2.42,27.4
1898,BARLEY,NA,21.5,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1898,CORN_GRAIN,NA,21,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1898,FLAXSEED,NA,6.5,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1898,OATS,NA,32,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1898,RYE,NA,13.5,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1898,WHEAT,NA,16.5,NEBRASKA,105,66.25479452,-6,42.62739726,2.44,34.25
1899,BARLEY,NA,22.1,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1899,CORN_GRAIN,NA,28.8,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1899,FLAXSEED,NA,7.1,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1899,OATS,NA,30.1,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1899,RYE,NA,10.6,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1899,WHEAT,NA,9.8,NEBRASKA,105,66.38630137,-29,42.51506849,2.37,29.34
1900,BARLEY,NA,17,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1900,CORN_GRAIN,NA,26,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1900,FLAXSEED,NA,9,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1900,OATS,NA,22,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1900,RYE,NA,11,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1900,WHEAT,NA,13.7,NEBRASKA,108,68.18082192,-1,44.80273973,2.7,36.5
1901,BARLEY,NA,11,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1901,CORN_GRAIN,NA,14,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1901,FLAXSEED,NA,7,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1901,OATS,NA,19,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1901,RYE,NA,12,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1901,WHEAT,NA,17.2,NEBRASKA,109,68.1369863,-7,43.52054795,2.55,23.72
1902,BARLEY,NA,21.5,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1902,CORN_GRAIN,NA,32.5,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1902,FLAXSEED,NA,8,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1902,OATS,NA,33.5,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1902,RYE,NA,16,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1902,WHEAT,NA,19.4,NEBRASKA,104,66.08767123,-15,40.61917808,3.12,47.62
1903,BARLEY,NA,21,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1903,CORN_GRAIN,NA,27.5,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1903,FLAXSEED,NA,8.5,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1903,OATS,NA,28.5,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1903,RYE,NA,10,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1903,WHEAT,NA,16.5,NEBRASKA,100,67.20547945,-14,40.19726027,2.59,35.92
1904,BARLEY,NA,23,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1904,CORN_GRAIN,NA,33,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1904,FLAXSEED,NA,5.5,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1904,OATS,NA,30.5,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1904,RYE,NA,11.5,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1904,WHEAT,NA,14.8,NEBRASKA,96,65.86885246,-11,41.1010929,1.72,31.87
1905,BARLEY,NA,22.5,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1905,CORN_GRAIN,NA,34,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1905,FLAXSEED,NA,8,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1905,OATS,NA,31,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1905,RYE,NA,13,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1905,WHEAT,NA,19.5,NEBRASKA,106,65.94246575,-30,40.92876712,2.9,26.48
1906,BARLEY,NA,22,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1906,CORN_GRAIN,NA,34,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1906,FLAXSEED,NA,7,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1906,OATS,NA,29,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1906,RYE,NA,15,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1906,WHEAT,NA,21.8,NEBRASKA,98,66.45205479,-1,41.95342466,1.84,24.2
1907,BARLEY,NA,15.5,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1907,CORN_GRAIN,NA,24,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1907,FLAXSEED,NA,7,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1907,OATS,NA,20,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1907,RYE,NA,11,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1907,WHEAT,NA,17.4,NEBRASKA,103,67.20821918,-4,42.161643840000004,3.22,29.68
1908,BARLEY,NA,17.5,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1908,CORN_GRAIN,NA,27,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1908,FLAXSEED,NA,6.5,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1908,OATS,NA,22,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1908,RYE,NA,10.5,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1908,WHEAT,NA,17.1,NEBRASKA,100,68.40437158,0,42.81420765,3.3,32.67
1909,BARLEY,NA,17.5,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1909,CORN_GRAIN,NA,24.8,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1909,FLAXSEED,NA,7,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1909,OATS,NA,22.6,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1909,RYE,NA,10.5,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1909,WHEAT,NA,17.9,NEBRASKA,106,66.93972603,-15,40.76986301,2.94,31.75
1910,BARLEY,NA,14,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1910,CORN_GRAIN,NA,26,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1910,FLAXSEED,NA,7,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1910,OATS,NA,27,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1910,RYE,NA,8,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1910,WHEAT,NA,15.8,NEBRASKA,106,68.37808219,-19,41.46849315,2.2,24.05
1911,BARLEY,NA,5,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1911,CORN_GRAIN,NA,21.5,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1911,FLAXSEED,NA,6,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1911,OATS,NA,14,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1911,RYE,NA,6,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1911,WHEAT,NA,12.3,NEBRASKA,113,69.41643836,-17,42.91232877,1.7,22.44
1912,BARLEY,NA,20.5,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1912,CORN_GRAIN,NA,27,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1912,FLAXSEED,NA,8.5,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1912,OATS,NA,24,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1912,RYE,NA,10,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1912,WHEAT,NA,15.8,NEBRASKA,104,66.26502732,-20,40.07377049,2.4,25.36
1913,BARLEY,NA,12.5,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1913,CORN_GRAIN,NA,15,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1913,FLAXSEED,NA,6,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1913,OATS,NA,26,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1913,RYE,NA,9,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1913,WHEAT,NA,17.6,NEBRASKA,110,69.15890411,-22,42.70136986,2.12,19.58
1914,BARLEY,NA,19.5,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1914,CORN_GRAIN,NA,24.5,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1914,FLAXSEED,NA,8,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1914,OATS,NA,31,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1914,RYE,NA,10,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1914,WHEAT,NA,17.6,NEBRASKA,108,68.84931507,-12,42.63013699,3.6,27.28
1915,BARLEY,NA,25,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1915,CORN_GRAIN,NA,31,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1915,FLAXSEED,NA,9.5,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1915,OATS,NA,30.5,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1915,RYE,NA,11,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1915,WHEAT,NA,18.3,NEBRASKA,97,64.75890411,-13,43.6109589,2.4,50.95
1916,BARLEY,NA,21.5,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1916,CORN_GRAIN,NA,27,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1916,FLAXSEED,NA,7,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1916,OATS,NA,33.5,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1916,RYE,NA,10,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1916,WHEAT,NA,18.5,NEBRASKA,101,66.90437158,-16,42.57923497,2.79,27.5
1917,BARLEY,NA,16.5,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1917,CORN_GRAIN,NA,27,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1917,FLAXSEED,NA,6,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1917,OATS,NA,34.5,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1917,RYE,NA,8.5,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1917,WHEAT,NA,12.5,NEBRASKA,103,66.51780822,-12,41.59726027,2.35,22.64
1918,BARLEY,NA,11,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1918,CORN_GRAIN,NA,18,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1918,FLAXSEED,NA,9.5,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1918,OATS,NA,20,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1918,RYE,NA,8,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1918,WHEAT,NA,11.3,NEBRASKA,112,69.94794521,-20,43.97808219,2.06,27.62
1919,BARLEY,NA,21,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1919,CORN_GRAIN,NA,24,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1919,FLAXSEED,NA,5,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1919,OATS,NA,29.5,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1919,RYE,NA,10,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1919,WHEAT,NA,13.2,NEBRASKA,105,66.33424658,-20,43.79452055,1.74,23.81
1920,BARLEY,NA,25,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1920,CORN_GRAIN,NA,33.2,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1920,FLAXSEED,NA,9,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1920,OATS,NA,33,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1920,RYE,NA,11,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1920,WHEAT,NA,16.8,NEBRASKA,105,67.63661202,-2,44.10928962,1.1,21.94
1921,BARLEY,NA,20.5,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1921,CORN_GRAIN,NA,27,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1921,FLAXSEED,NA,8,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1921,OATS,NA,26.5,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1921,RYE,NA,11,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1921,WHEAT,NA,15.1,NEBRASKA,106,71.76438356,4,47.04109589,1.5,17.73
1922,BARLEY,NA,15,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1922,CORN_GRAIN,NA,24,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1922,FLAXSEED,NA,8,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1922,OATS,NA,22.5,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1922,RYE,NA,10,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1922,WHEAT,NA,13.8,NEBRASKA,109,69.42191781,0,45.161643840000004,2.14,24.7
1923,BARLEY,NA,23,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1923,CORN_GRAIN,NA,32,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1923,FLAXSEED,NA,11,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1923,OATS,NA,30.5,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1923,RYE,NA,11,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1923,WHEAT,NA,9.9,NEBRASKA,106,68.71506849,-4,44.71780822,3.78,25.49
1924,BARLEY,NA,17.6,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1924,CORN_GRAIN,NA,21.5,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1924,FLAXSEED,NA,3.5,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1924,OATS,NA,26.7,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1924,RYE,NA,10,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1924,WHEAT,NA,18.4,NEBRASKA,105,67.2704918,-17,41.9726776,2.7,25.57
1925,BARLEY,NA,18,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1925,CORN_GRAIN,NA,25,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1925,FLAXSEED,NA,8.5,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1925,OATS,NA,25,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1925,RYE,NA,10,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1925,WHEAT,NA,12.1,NEBRASKA,104,68.7260274,-1,44.62465753,2,30.01
1926,BARLEY,NA,16.5,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1926,CORN_GRAIN,NA,15.5,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1926,FLAXSEED,NA,8,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1926,OATS,NA,20,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1926,RYE,NA,7.5,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1926,WHEAT,NA,13.1,NEBRASKA,106,67.74246575,-2,45.19452055,1.85,24.37
1927,BARLEY,NA,26,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1927,CORN_GRAIN,NA,32.1,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1927,FLAXSEED,NA,8.5,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1927,OATS,NA,26.5,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1927,RYE,NA,11,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1927,WHEAT,NA,19.3,NEBRASKA,101,68.15890411,-7,44.99726027,2.42,33.82
1928,BARLEY,NA,28,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1928,CORN_GRAIN,NA,22,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1928,FLAXSEED,NA,7.5,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1928,OATS,NA,30,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1928,RYE,NA,10.5,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1928,WHEAT,NA,18,NEBRASKA,99,68.73224044,-10,43.41256831,2.72,38.46
1929,BARLEY,NA,23.7,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1929,CORN_GRAIN,NA,25.2,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1929,FLAXSEED,NA,6.7,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1929,OATS,NA,30.5,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1929,RYE,NA,11.3,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1929,WHEAT,NA,15,NEBRASKA,106,64.85205479,-14,42.09589041,2.58,34.64
1930,BARLEY,NA,25.5,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1930,CORN_GRAIN,NA,25,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1930,FLAXSEED,NA,5.5,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1930,OATS,NA,29,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1930,RYE,NA,11.5,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1930,WHEAT,NA,18.8,NEBRASKA,112,68.90136986,-16,43.69863014,2.58,26.13
1931,BARLEY,NA,16,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1931,CORN_GRAIN,NA,17,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1931,FLAXSEED,NA,3.5,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1931,OATS,NA,21.5,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1931,RYE,NA,8,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1931,WHEAT,NA,16.7,NEBRASKA,110,70.72876712,1,45.88767123,1.53,26.13
1932,BARLEY,NA,19.5,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1932,CORN_GRAIN,NA,25,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1932,FLAXSEED,NA,6,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1932,OATS,NA,29.5,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1932,RYE,NA,9,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1932,WHEAT,NA,12.3,NEBRASKA,102,66.6284153,-13,42.09016393,1.91,28.43
1933,BARLEY,NA,10.5,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1933,CORN_GRAIN,NA,22.5,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1933,FLAXSEED,NA,6,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1933,OATS,NA,10.5,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1933,RYE,NA,7,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1933,WHEAT,NA,12.1,NEBRASKA,110,71.30136986,-18,44.66849315,3.53,21.77
1934,BARLEY,NA,8.7,NEBRASKA,112,71.85753425,-11,45.52328767,1.46,19.45
1934,CORN_GRAIN,NA,6.2,NEBRASKA,112,71.85753425,-11,45.52328767,1.46,19.45
1934,OATS,NA,7.4,NEBRASKA,112,71.85753425,-11,45.52328767,1.46,19.45
1934,RYE,NA,4.4,NEBRASKA,112,71.85753425,-11,45.52328767,1.46,19.45
1934,WHEAT,NA,7.8,NEBRASKA,112,71.85753425,-11,45.52328767,1.46,19.45
1935,BARLEY,NA,22,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1935,CORN_GRAIN,NA,13.5,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1935,FLAXSEED,NA,7,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1935,OATS,NA,28.5,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1935,RYE,NA,13,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1935,WHEAT,NA,12.6,NEBRASKA,108,66.94520548,-8,44.48493151,1.64,31.08
1936,BARLEY,NA,10,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1936,CORN_GRAIN,NA,5.5,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1936,FLAXSEED,NA,1,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1936,OATS,NA,11.5,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1936,RYE,NA,8,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1936,WHEAT,NA,14.2,NEBRASKA,116,69.55464481,-10,43.01639344,1.67,19.44
1937,BARLEY,NA,16.5,NEBRASKA,111,66.93424658,-4,42.53424658,1.45,21.72
1937,CORN_GRAIN,NA,12,NEBRASKA,111,66.93424658,-4,42.53424658,1.45,21.72
1937,OATS,NA,21,NEBRASKA,111,66.93424658,-4,42.53424658,1.45,21.72
1937,RYE,NA,11,NEBRASKA,111,66.93424658,-4,42.53424658,1.45,21.72
1937,WHEAT,NA,13.2,NEBRASKA,111,66.93424658,-4,42.53424658,1.45,21.72
1938,BARLEY,NA,23.5,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,CORN_GRAIN,NA,15.5,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,FLAXSEED,NA,8.5,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,OATS,NA,29.5,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,RYE,NA,12,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,SOYBEANS,NA,12,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1938,WHEAT,NA,11.8,NEBRASKA,104,71.36164384,-2,45.05479452,3.58,27.85
1939,BARLEY,NA,12.9,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,CORN_GRAIN,NA,14.2,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,FLAXSEED,NA,5.4,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,OATS,NA,14.7,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,RYE,NA,9.3,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,SOYBEANS,NA,10,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1939,WHEAT,NA,11.1,NEBRASKA,108,71.54794521,-5,43.98082192,1.57,24.09
1940,BARLEY,NA,16,NEBRASKA,110,66.91256831,-11,41.96448087,1.04,25.58
1940,CORN_GRAIN,NA,20.5,NEBRASKA,110,66.91256831,-11,41.96448087,1.04,25.58
1940,FLAXSEED,NA,10,NEBRASKA,110,66.91256831,-11,41.96448087,1.04,25.58
